postcode,latitude,longitude,city
DA15,51.44029,0.09948,Greater London
DA16,51.4644,0.10923,Greater London
DA17,51.48706,0.14917,Greater London
DA18,51.49165,0.14363,Greater London
DA5,51.44033,0.14698,Greater London
DA6,51.45484,0.14046,Greater London
DA7,51.46552,0.14672,Greater London
DA8,51.47574,0.17745,Greater London
E1,51.51766,-0.05841,Greater London
E10,51.56814,-0.01153,Greater London
E11,51.56769,0.01443,Greater London
E12,51.54992,0.05404,Greater London
E13,51.527,0.02705,Greater London
E14,51.5062,-0.01855,Greater London
E15,51.53911,0.00307,Greater London
E16,51.51083,0.02633,Greater London
E17,51.58623,-0.01796,Greater London
E18,51.59176,0.02705,Greater London
E1W,51.50775,-0.05739,Greater London
E2,51.52939,-0.0608,Greater London
E3,51.52789,-0.02482,Greater London
E4,51.62196,-0.00339,Greater London
E5,51.55893,-0.05233,Greater London
E6,51.5256,0.05583,Greater London
E7,51.54678,0.02793,Greater London
E8,51.54202,-0.06315,Greater London
E9,51.54258,-0.04293,Greater London
EC1,51.52286,-0.10144,Greater London
EC1A,51.52019,-0.103,Greater London
EC1M,51.52106,-0.10152,Greater London
EC1N,51.52026,-0.10732,Greater London
EC1R,51.52475,-0.10713,Greater London
EC1V,51.52549,-0.09701,Greater London
EC1Y,51.52272,-0.0928,Greater London
EC2,51.51995,-0.08859,Greater London
EC2A,51.5226,-0.0856,Greater London
EC3P,51.52016,-0.10156,Greater London
EN1,51.6536,-0.06707,Greater London
EN2,51.6585,-0.09144,Greater London
EN3,51.65852,-0.03794,Greater London
EN4,51.6479,-0.15983,Greater London
EN5,51.64934,-0.19447,Greater London
HA0,51.55024,-0.3037,Greater London
HA1,51.57948,-0.33581,Greater London
HA2,51.57349,-0.35768,Greater London
HA3,51.59274,-0.31945,Greater London
HA4,51.56971,-0.40977,Greater London
HA5,51.59455,-0.38436,Greater London
HA6,51.61032,-0.41991,Greater London
HA7,51.60965,-0.30727,Greater London
HA8,51.61094,-0.27255,Greater London
HA9,51.55898,-0.28606,Greater London
IG1,51.55855,0.07463,Greater London
IG11,51.53573,0.09378,Greater London
IG2,51.57373,0.08109,Greater London
IG3,51.56168,0.10074,Greater London
IG4,51.57688,0.05525,Greater London
IG5,51.58749,0.06584,Greater London
IG6,51.59247,0.08917,Greater London
IG8,51.60694,0.0335,Greater London
KT1,51.40713,-0.29606,Greater London
KT2,51.41602,-0.28854,Greater London
KT3,51.39935,-0.25609,Greater London
KT4,51.37757,-0.24255,Greater London
KT5,51.39171,-0.28657,Greater London
KT6,51.3892,-0.2996,Greater London
KT9,51.36405,-0.30197,Greater London
N1,51.53717,-0.09652,Greater London
N10,51.59368,-0.14325,Greater London
N11,51.61338,-0.13812,Greater London
N12,51.61487,-0.17561,Greater London
N13,51.6191,-0.10176,Greater London
N14,51.63392,-0.1286,Greater London
N15,51.5819,-0.08166,Greater London
N16,51.5629,-0.07525,Greater London
N17,51.59791,-0.07088,Greater London
N18,51.61309,-0.06446,Greater London
N19,51.56464,-0.12712,Greater London
N2,51.58957,-0.16797,Greater London
N20,51.62923,-0.17359,Greater London
N21,51.63612,-0.09816,Greater London
N22,51.59944,-0.1098,Greater London
N3,51.59984,-0.1921,Greater London
N4,51.57052,-0.1009,Greater London
N5,51.55337,-0.09729,Greater London
N6,51.57116,-0.14129,Greater London
N7,51.55277,-0.11607,Greater London
N8,51.58335,-0.11625,Greater London
N9,51.62825,-0.05659,Greater London
NW1,51.53252,-0.14286,Greater London
NW10,51.53951,-0.24641,Greater London
NW11,51.57831,-0.19584,Greater London
NW2,51.55797,-0.21829,Greater London
NW3,51.55184,-0.17093,Greater London
NW4,51.58682,-0.22294,Greater London
NW5,51.55139,-0.14209,Greater London
NW6,51.54142,-0.19442,Greater London
NW7,51.61488,-0.23484,Greater London
NW8,51.53117,-0.17175,Greater London
NW9,51.5864,-0.25472,Greater London
RM1,51.58175,0.18395,Greater London
RM10,51.54443,0.15909,Greater London
RM11,51.56939,0.21944,Greater London
RM12,51.55251,0.20852,Greater London
RM13,51.52397,0.19561,Greater London
RM14,51.55593,0.26496,Greater London
RM2,51.5832,0.20279,Greater London
RM3,51.60163,0.22679,Greater London
RM5,51.59917,0.16602,Greater London
RM6,51.57549,0.13313,Greater London
RM7,51.5748,0.17063,Greater London
RM8,51.55662,0.13225,Greater London
RM9,51.54036,0.13582,Greater London
SE1,51.49838,-0.08949,Greater London
SE10,51.48162,-0.00089,Greater London
SE11,51.4888,-0.10862,Greater London
SE12,51.4443,0.02483,Greater London
SE13,51.45837,-0.0091,Greater London
SE14,51.47511,-0.0415,Greater London
SE15,51.47189,-0.06468,Greater London
SE16,51.49597,-0.05213,Greater London
SE17,51.48764,-0.09282,Greater London
SE18,51.48391,0.07412,Greater London
SE19,51.41735,-0.08424,Greater London
SE2,51.48943,0.11759,Greater London
SE20,51.41151,-0.05716,Greater London
SE21,51.43807,-0.08626,Greater London
SE22,51.45401,-0.07119,Greater London
SE23,51.44015,-0.04875,Greater London
SE24,51.45446,-0.09853,Greater London
SE25,51.39742,-0.07501,Greater London
SE26,51.42674,-0.05364,Greater London
SE27,51.43022,-0.10097,Greater London
SE28,51.50219,0.10809,Greater London
SE3,51.46866,0.02015,Greater London
SE4,51.46058,-0.03348,Greater London
SE5,51.47322,-0.09055,Greater London
SE6,51.43777,-0.01432,Greater London
SE7,51.48369,0.03521,Greater London
SE8,51.48118,-0.02828,Greater London
SE9,51.44465,0.05651,Greater London
SM1,51.36599,-0.19127,Greater London
SM2,51.35258,-0.19611,Greater London
SM3,51.36992,-0.21267,Greater London
SM4,51.39219,-0.19886,Greater London
SM5,51.36741,-0.16679,Greater London
SM6,51.35984,-0.14267,Greater London
SW10,51.48365,-0.18086,Greater London
SW11,51.4663,-0.16427,Greater London
SW12,51.44536,-0.14784,Greater London
SW13,51.47473,-0.24458,Greater London
SW14,51.46514,-0.26511,Greater London
SW15,51.45734,-0.22509,Greater London
SW16,51.42165,-0.12722,Greater London
SW17,51.4303,-0.16283,Greater London
SW18,51.4496,-0.18941,Greater London
SW19,51.42284,-0.20341,Greater London
SW2,51.44939,-0.11889,Greater London
SW20,51.41058,-0.22547,Greater London
SW3,51.48969,-0.16477,Greater London
SW4,51.46045,-0.13571,Greater London
SW5,51.49005,-0.18781,Greater London
SW6,51.47675,-0.19986,Greater London
SW7,51.49614,-0.1746,Greater London
SW8,51.47566,-0.13077,Greater London
SW9,51.46907,-0.11232,Greater London
TN16,51.29362,0.05262,Greater London
TW1,51.44982,-0.3247,Greater London
TW10,51.44949,-0.30168,Greater London
TW11,51.42653,-0.33131,Greater London
TW12,51.42166,-0.36888,Greater London
TW13,51.43828,-0.39995,Greater London
TW14,51.45202,-0.41818,Greater London
TW2,51.44657,-0.34929,Greater London
TW3,51.46742,-0.36149,Greater London
TW4,51.46593,-0.38314,Greater London
TW5,51.48029,-0.3812,Greater London
TW6,51.46948,-0.44638,Greater London
TW7,51.47331,-0.33248,Greater London
TW8,51.48552,-0.30611,Greater London
TW9,51.46736,-0.29382,Greater London
UB1,51.51435,-0.37278,Greater London
UB10,51.5478,-0.45236,Greater London
UB11,51.51909,-0.45766,Greater London
UB2,51.49915,-0.37909,Greater London
UB3,51.50513,-0.42211,Greater London
UB4,51.52381,-0.40704,Greater London
UB5,51.54315,-0.37464,Greater London
UB6,51.53911,-0.34306,Greater London
UB7,51.50576,-0.46964,Greater London
UB8,51.53458,-0.473,Greater London
W10,51.52103,-0.21397,Greater London
W11,51.51189,-0.20424,Greater London
W12,51.50777,-0.2289,Greater London
W13,51.5127,-0.31951,Greater London
W14,51.49488,-0.20923,Greater London
W1G,51.51818,-0.14633,Greater London
W1H,51.51659,-0.15936,Greater London
W1M,51.51823,-0.14921,Greater London
W1T,51.5198,-0.13473,Greater London
W1U,51.51827,-0.15209,Greater London
W1W,51.51897,-0.13909,Greater London
W2,51.51508,-0.17816,Greater London
W3,51.50925,-0.26775,Greater London
W4,51.49118,-0.26268,Greater London
W5,51.51243,-0.30078,Greater London
W6,51.49246,-0.22805,Greater London
W7,51.5111,-0.33398,Greater London
W8,51.50003,-0.19317,Greater London
W9,51.52607,-0.1907,Greater London
WC1,51.52139,-0.12169,Greater London
WC1A,51.51694,-0.12475,Greater London
WC1B,51.51876,-0.12612,Greater London
WC1E,51.52065,-0.13181,Greater London
WC1H,51.52415,-0.1259,Greater London
WC1N,51.52136,-0.12025,Greater London
WC1R,51.5186,-0.11604,Greater London
WC1V,51.51685,-0.11899,Greater London
WC1X,51.52489,-0.11578,Greater London
WC2A,51.51588,-0.11471,Greater London
WC2H,51.51339,-0.12778,Greater London
M1,53.47734,-2.23508,Greater Manchester
M11,53.47834,-2.17933,Greater Manchester
M12,53.46482,-2.20187,Greater Manchester
M13,53.4603,-2.21389,Greater Manchester
M14,53.4477,-2.22437,Greater Manchester
M15,53.46563,-2.25008,Greater Manchester
M16,53.45481,-2.26357,Greater Manchester
M18,53.46127,-2.16871,Greater Manchester
M19,53.43696,-2.19421,Greater Manchester
M2,53.48003,-2.24263,Greater Manchester
M20,53.42521,-2.23027,Greater Manchester
M21,53.43771,-2.27099,Greater Manchester
M22,53.3856,-2.25863,Greater Manchester
M23,53.39902,-2.28729,Greater Manchester
M4,53.48455,-2.22909,Greater Manchester
M40,53.50349,-2.18999,Greater Manchester
M60,53.48635,-2.22759,Greater Manchester
M8,53.5088,-2.23827,Greater Manchester
M9,53.52143,-2.21269,Greater Manchester
M90,53.36309,-2.27653,Greater Manchester
WA7,53.32987,-2.7028,Halton
WA8,53.37189,-2.74107,Halton
BH24,50.84377,-1.78551,Hampshire
BH25,50.75173,-1.65692,Hampshire
GU11,51.24841,-0.76194,Hampshire
GU13,51.27436,-0.83723,Hampshire
GU14,51.29246,-0.76075,Hampshire
GU17,51.32959,-0.78559,Hampshire
GU30,51.07435,-0.80228,Hampshire
GU31,50.9962,-0.90263,Hampshire
GU32,51.00849,-0.96934,Hampshire
GU33,51.04915,-0.89139,Hampshire
GU34,51.13902,-0.98359,Hampshire
GU35,51.11617,-0.84692,Hampshire
GU46,51.3372,-0.82559,Hampshire
GU51,51.28338,-0.83987,Hampshire
GU52,51.26447,-0.83748,Hampshire
PO11,50.7918,-0.97553,Hampshire
PO12,50.79764,-1.14144,Hampshire
PO13,50.81229,-1.17808,Hampshire
PO14,50.83685,-1.21884,Hampshire
PO15,50.86203,-1.21842,Hampshire
PO16,50.84993,-1.15895,Hampshire
PO17,50.88957,-1.16819,Hampshire
PO7,50.88227,-1.03753,Hampshire
PO8,50.91084,-1.01275,Hampshire
PO9,50.86291,-0.9825,Hampshire
RG21,51.2658,-1.08974,Hampshire
RG22,51.24986,-1.12159,Hampshire
RG23,51.26083,-1.14574,Hampshire
RG24,51.28094,-1.0708,Hampshire
RG25,51.22767,-1.16211,Hampshire
RG26,51.34966,-1.11824,Hampshire
RG27,51.29963,-0.94132,Hampshire
RG28,51.23327,-1.33391,Hampshire
RG29,51.24751,-0.94538,Hampshire
SO20,51.11361,-1.50422,Hampshire
SO21,51.07488,-1.31334,Hampshire
SO22,51.06509,-1.33204,Hampshire
SO23,51.06765,-1.30774,Hampshire
SO24,51.08367,-1.14615,Hampshire
SO30,50.91924,-1.30568,Hampshire
SO31,50.86882,-1.29506,Hampshire
SO32,50.9474,-1.20845,Hampshire
SO40,50.91484,-1.50065,Hampshire
SO41,50.75502,-1.56473,Hampshire
SO42,50.80976,-1.53442,Hampshire
SO43,50.88729,-1.58341,Hampshire
SO45,50.84778,-1.3934,Hampshire
SO50,50.9689,-1.33912,Hampshire
SO51,50.994,-1.50407,Hampshire
SO52,50.97663,-1.44015,Hampshire
SO53,50.98442,-1.38022,Hampshire
SP10,51.21065,-1.48314,Hampshire
SP11,51.22696,-1.51303,Hampshire
SP6,50.93553,-1.80074,Hampshire
SP9,51.23018,-1.66053,Hampshire
TS24,54.69655,-1.21016,Hartlepool
TS25,54.66338,-1.22321,Hartlepool
TS26,54.68768,-1.22895,Hartlepool
SG13,51.78673,-0.06863,Hertford
SG14,51.80688,-0.09098,Hertford
AL1,51.74836,-0.32237,Hertfordshire
AL10,51.75958,-0.2292,Hertfordshire
AL2,51.72064,-0.33353,Hertfordshire
AL3,51.77781,-0.37057,Hertfordshire
AL4,51.77133,-0.29398,Hertfordshire
AL5,51.81622,-0.35177,Hertfordshire
AL6,51.83104,-0.19737,Hertfordshire
AL7,51.79669,-0.18569,Hertfordshire
AL8,51.80334,-0.20863,Hertfordshire
AL9,51.74472,-0.19791,Hertfordshire
CM21,51.81177,0.14718,Hertfordshire
CM23,51.87178,0.16021,Hertfordshire
EN10,51.74005,-0.01992,Hertfordshire
EN11,51.76502,-0.00723,Hertfordshire
EN6,51.69942,-0.17656,Hertfordshire
EN7,51.71025,-0.0661,Hertfordshire
EN8,51.69799,-0.03189,Hertfordshire
HP1,51.75509,-0.48731,Hertfordshire
HP2,51.76273,-0.45227,Hertfordshire
HP23,51.79496,-0.66001,Hertfordshire
HP3,51.73689,-0.47054,Hertfordshire
HP4,51.76688,-0.56663,Hertfordshire
SG1,51.91103,-0.19417,Hertfordshire
SG10,51.8446,0.07178,Hertfordshire
SG11,51.88125,0.03278,Hertfordshire
SG12,51.81375,-0.01669,Hertfordshire
SG2,51.8962,-0.16569,Hertfordshire
SG3,51.86046,-0.18022,Hertfordshire
SG4,51.921,-0.25922,Hertfordshire
SG5,51.96727,-0.28654,Hertfordshire
SG6,51.97888,-0.22057,Hertfordshire
SG7,52.00335,-0.17443,Hertfordshire
SG9,51.9458,-0.00796,Hertfordshire
WD1,51.64692,-0.39984,Hertfordshire
WD17,51.66138,-0.40512,Hertfordshire
WD18,51.64801,-0.41426,Hertfordshire
WD19,51.6315,-0.39027,Hertfordshire
WD2,51.6673,-0.37743,Hertfordshire
WD23,51.64554,-0.3652,Hertfordshire
WD24,51.67027,-0.39757,Hertfordshire
WD25,51.68363,-0.38842,Hertfordshire
WD3,51.6453,-0.48085,Hertfordshire
WD4,51.70882,-0.45556,Hertfordshire
WD5,51.7047,-0.41662,Hertfordshire
WD6,51.65684,-0.27514,Hertfordshire
WD7,51.68611,-0.30876,Hertfordshire
PO30,50.69085,-1.3133,Isle Of Wight
PO31,50.75286,-1.30531,Isle Of Wight
PO32,50.75091,-1.27982,Isle Of Wight
PO33,50.72139,-1.16976,Isle Of Wight
PO34,50.71557,-1.11178,Isle Of Wight
PO35,50.68657,-1.08401,Isle Of Wight
PO36,50.65748,-1.1624,Isle Of Wight
PO37,50.63151,-1.177,Isle Of Wight
PO38,50.60406,-1.24108,Isle Of Wight
PO39,50.68027,-1.53853,Isle Of Wight
PO40,50.68199,-1.52011,Isle Of Wight
PO41,50.69979,-1.47744,Isle Of Wight
TR21,49.92936,-6.25622,Isles Of Scilly
TR22,49.89192,-6.34346,Isles Of Scilly
TR23,49.95281,-6.35174,Isles Of Scilly
TR24,49.95528,-6.33383,Isles Of Scilly
TR25,49.96401,-6.29276,Isles Of Scilly
BR8,51.39751,0.1766,Kent
CT1,51.27719,1.08733,Kent
CT10,51.36208,1.43073,Kent
CT11,51.33557,1.41438,Kent
CT12,51.34216,1.37322,Kent
CT13,51.26692,1.33042,Kent
CT14,51.21582,1.38689,Kent
CT15,51.17109,1.28343,Kent
CT16,51.13996,1.30267,Kent
CT17,51.12845,1.29613,Kent
CT18,51.11447,1.15078,Kent
CT19,51.08785,1.1704,Kent
CT2,51.29261,1.08262,Kent
CT20,51.07899,1.16551,Kent
CT21,51.07233,1.07795,Kent
CT3,51.27743,1.21213,Kent
CT4,51.22462,1.06805,Kent
CT5,51.35318,1.03641,Kent
CT6,51.3642,1.13054,Kent
CT7,51.37122,1.30062,Kent
CT8,51.37996,1.3415,Kent
CT9,51.38304,1.3906,Kent
DA1,51.44637,0.20915,Kent
DA10,51.44445,0.30837,Kent
DA11,51.43455,0.35392,Kent
DA12,51.42757,0.38809,Kent
DA13,51.38235,0.35555,Kent
DA2,51.4315,0.23433,Kent
DA3,51.38417,0.30965,Kent
DA4,51.39106,0.23236,Kent
DA9,51.44771,0.27975,Kent
ME10,51.34258,0.73697,Kent
ME11,51.41247,0.74833,Kent
ME12,51.42282,0.80507,Kent
ME13,51.30275,0.89675,Kent
ME14,51.28043,0.54108,Kent
ME15,51.2545,0.53392,Kent
ME16,51.27414,0.49915,Kent
ME17,51.23484,0.61021,Kent
ME18,51.24426,0.42301,Kent
ME19,51.29307,0.41123,Kent
ME20,51.30467,0.45919,Kent
ME6,51.32662,0.4417,Kent
ME9,51.33297,0.72491,Kent
TN1,51.1349,0.27002,Kent
TN10,51.21013,0.28661,Kent
TN11,51.20597,0.26922,Kent
TN12,51.17194,0.44067,Kent
TN13,51.27593,0.18519,Kent
TN14,51.29525,0.16172,Kent
TN15,51.29951,0.26953,Kent
TN17,51.0961,0.5381,Kent
TN18,51.04328,0.52665,Kent
TN2,51.13726,0.28729,Kent
TN23,51.13902,0.86075,Kent
TN24,51.14917,0.88712,Kent
TN25,51.14426,0.93972,Kent
TN26,51.09988,0.80547,Kent
TN27,51.16519,0.70642,Kent
TN28,50.98202,0.95226,Kent
TN29,50.99327,0.93444,Kent
TN3,51.12265,0.25227,Kent
TN30,51.06195,0.69753,Kent
TN4,51.1459,0.25912,Kent
TN8,51.1942,0.07969,Kent
TN9,51.19053,0.27705,Kent
BD11,53.75131,-1.67543,Kirklees
BD19,53.72713,-1.712,Kirklees
HD1,53.64639,-1.78819,Kirklees
HD2,53.66794,-1.77446,Kirklees
HD3,53.65274,-1.8275,Kirklees
HD4,53.62662,-1.79585,Kirklees
HD5,53.6472,-1.74583,Kirklees
HD7,53.62404,-1.87601,Kirklees
HD8,53.6012,-1.6796,Kirklees
HD9,53.57988,-1.79457,Kirklees
WF12,53.68373,-1.61992,Kirklees
WF13,53.69279,-1.64559,Kirklees
WF14,53.68034,-1.69263,Kirklees
WF15,53.70822,-1.69849,Kirklees
WF16,53.70994,-1.66817,Kirklees
WF17,53.71885,-1.64082,Kirklees
L26,53.3641,-2.83262,Knowsley
L28,53.4349,-2.86411,Knowsley
L32,53.47786,-2.88909,Knowsley
L33,53.48965,-2.87577,Knowsley
L34,53.43614,-2.81445,Knowsley
L36,53.41439,-2.83962,Knowsley
BB10,53.79919,-2.21865,Lancashire
BB11,53.78294,-2.25196,Lancashire
BB12,53.80353,-2.29005,Lancashire
BB18,53.91433,-2.17053,Lancashire
BB4,53.70376,-2.28936,Lancashire
BB5,53.75477,-2.37162,Lancashire
BB6,53.79238,-2.41598,Lancashire
BB7,53.87338,-2.38636,Lancashire
BB8,53.85771,-2.1627,Lancashire
BB9,53.83695,-2.21429,Lancashire
FY5,53.87415,-3.02069,Lancashire
FY6,53.86819,-2.981,Lancashire
FY7,53.91635,-3.02629,Lancashire
FY8,53.75026,-3.001,Lancashire
L39,53.56142,-2.89537,Lancashire
L40,53.60227,-2.84032,Lancashire
LA1,54.04663,-2.79885,Lancashire
LA2,54.06537,-2.6739,Lancashire
LA3,54.05058,-2.87683,Lancashire
LA4,54.06964,-2.85125,Lancashire
LA5,54.14287,-2.78998,Lancashire
LA6,54.17537,-2.61134,Lancashire
OL13,53.70034,-2.20299,Lancashire
PR1,53.75779,-2.70082,Lancashire
PR2,53.77753,-2.70722,Lancashire
PR25,53.69402,-2.69219,Lancashire
PR26,53.68743,-2.74054,Lancashire
PR3,53.86826,-2.71636,Lancashire
PR4,53.75335,-2.83271,Lancashire
PR5,53.73107,-2.65641,Lancashire
PR6,53.66749,-2.61001,Lancashire
PR7,53.6448,-2.65205,Lancashire
WN8,53.55242,-2.76838,Lancashire
LS1,53.79674,-1.54754,Leeds
LS10,53.76162,-1.53123,Leeds
LS11,53.77609,-1.55535,Leeds
LS12,53.79062,-1.59618,Leeds
LS13,53.81052,-1.63396,Leeds
LS14,53.82782,-1.45604,Leeds
LS15,53.80619,-1.44417,Leeds
LS16,53.85086,-1.60169,Leeds
LS17,53.85958,-1.52709,Leeds
LS18,53.8402,-1.6413,Leeds
LS19,53.8592,-1.6822,Leeds
LS2,53.80123,-1.54597,Leeds
LS20,53.87365,-1.71251,Leeds
LS21,53.91132,-1.67876,Leeds
LS22,53.93179,-1.39375,Leeds
LS23,53.90372,-1.35458,Leeds
LS25,53.78584,-1.33059,Leeds
LS26,53.75227,-1.44791,Leeds
LS27,53.74839,-1.60266,Leeds
LS28,53.80163,-1.66897,Leeds
LS3,53.80128,-1.55964,Leeds
LS4,53.80944,-1.58082,Leeds
LS5,53.81851,-1.60199,Leeds
LS6,53.81928,-1.56704,Leeds
LS7,53.81828,-1.53971,Leeds
LS8,53.82445,-1.50926,Leeds
LS9,53.79928,-1.50803,Leeds
WF3,53.72294,-1.52408,Leeds
LE1,52.63379,-1.12812,Leicester
LE2,52.60942,-1.11531,Leicester
LE3,52.62876,-1.17993,Leicester
LE4,52.66342,-1.12309,Leicester
LE5,52.63616,-1.08521,Leicester
CV13,52.61217,-1.41362,Leicestershire
DE74,52.84368,-1.32884,Leicestershire
LE10,52.53641,-1.36744,Leicestershire
LE11,52.76927,-1.21584,Leicestershire
LE12,52.76641,-1.19217,Leicestershire
LE13,52.76572,-0.88536,Leicestershire
LE14,52.7838,-0.89527,Leicestershire
LE17,52.4669,-1.17706,Leicestershire
LE18,52.58332,-1.11141,Leicestershire
LE6,52.66244,-1.24141,Leicestershire
LE65,52.74819,-1.4681,Leicestershire
LE67,52.71619,-1.36041,Leicestershire
LE7,52.67739,-1.06808,Leicestershire
LE8,52.55264,-1.09728,Leicestershire
LE9,52.57012,-1.28728,Leicestershire
DN21,53.41927,-0.70129,Lincolnshire
DN36,53.51089,-0.03636,Lincolnshire
DN38,53.56115,-0.39192,Lincolnshire
LN1,53.25883,-0.58621,Lincolnshire
LN10,53.15858,-0.21703,Lincolnshire
LN11,53.3732,0.02496,Lincolnshire
LN12,53.3293,0.2662,Lincolnshire
LN13,53.26518,0.18482,Lincolnshire
LN2,53.25429,-0.5084,Lincolnshire
LN3,53.24325,-0.41885,Lincolnshire
LN4,53.15018,-0.38489,Lincolnshire
LN5,53.17126,-0.55617,Lincolnshire
LN6,53.20319,-0.59403,Lincolnshire
LN7,53.49216,-0.34327,Lincolnshire
LN8,53.37321,-0.32384,Lincolnshire
LN9,53.21719,-0.11124,Lincolnshire
NG31,52.9142,-0.6391,Lincolnshire
NG32,52.94939,-0.64991,Lincolnshire
NG33,52.81819,-0.57829,Lincolnshire
NG34,52.98753,-0.39096,Lincolnshire
PE10,52.77693,-0.3765,Lincolnshire
PE11,52.80714,-0.16616,Lincolnshire
PE12,52.78328,0.0286,Lincolnshire
PE20,52.932,-0.10136,Lincolnshire
PE21,52.97477,-0.02203,Lincolnshire
PE22,53.04826,0.0455,Lincolnshire
PE23,53.17244,0.09181,Lincolnshire
PE24,53.16561,0.26804,Lincolnshire
PE25,53.15261,0.33616,Lincolnshire
PE6,52.65562,-0.25531,Lincolnshire
PE9,52.65422,-0.48012,Lincolnshire
L1,53.40254,-2.97928,Liverpool
L11,53.44801,-2.91407,Liverpool
L12,53.43467,-2.89421,Liverpool
L13,53.4174,-2.91943,Liverpool
L14,53.41861,-2.87883,Liverpool
L15,53.39763,-2.91901,Liverpool
L16,53.39876,-2.88744,Liverpool
L17,53.37769,-2.93962,Liverpool
L18,53.38064,-2.90661,Liverpool
L19,53.3591,-2.90165,Liverpool
L2,53.40696,-2.98841,Liverpool
L23,53.49118,-3.02203,Liverpool
L24,53.34339,-2.83672,Liverpool
L25,53.37827,-2.86296,Liverpool
L27,53.38744,-2.83758,Liverpool
L3,53.4088,-2.98394,Liverpool
L4,53.43775,-2.96052,Liverpool
L5,53.42505,-2.97529,Liverpool
L6,53.41896,-2.94956,Liverpool
L69,53.40709,-2.97337,Liverpool
L7,53.40549,-2.94776,Liverpool
L70,53.40891,-2.9704,Liverpool
L8,53.39009,-2.96246,Liverpool
L9,53.4612,-2.95201,Liverpool
SW1,51.49558,-0.1386,London
SW1A,51.50265,-0.13111,London
SW1E,51.49737,-0.13853,London
SW1H,51.49818,-0.13273,London
SW1P,51.49548,-0.13284,London
SW1V,51.49016,-0.13738,London
SW1W,51.49302,-0.14735,London
SW1X,51.4976,-0.15293,London
SW1Y,51.50539,-0.13388,London
W1,51.51452,-0.14215,London
W1B,51.51357,-0.13931,London
W1C,51.51371,-0.14795,London
W1D,51.51344,-0.13066,London
W1F,51.51261,-0.13502,London
W1J,51.50735,-0.14388,London
W1K,51.51104,-0.1495,London
W1S,51.5109,-0.14086,London
WC2,51.51332,-0.12346,London
WC2B,51.5151,-0.12195,London
WC2E,51.51242,-0.1235,London
WC2N,51.50975,-0.12505,London
WC2R,51.51145,-0.11921,London
LU1,51.87476,-0.42373,Luton
LU2,51.89147,-0.39553,Luton
LU3,51.90829,-0.44291,Luton
LU4,51.89871,-0.4665,Luton
ME1,51.37216,0.50017,Medway
ME2,51.39136,0.4854,Medway
ME3,51.43322,0.54668,Medway
ME4,51.3805,0.53081,Medway
ME5,51.34896,0.53338,Medway
ME7,51.37904,0.5566,Medway
ME8,51.36102,0.5987,Medway
TS1,54.57179,-1.23733,Middlesbrough
TS2,54.58436,-1.23555,Middlesbrough
TS3,54.56073,-1.19578,Middlesbrough
TS4,54.55551,-1.22217,Middlesbrough
TS5,54.5512,-1.25008,Middlesbrough
TS7,54.53369,-1.18394,Middlesbrough
TS8,54.52141,-1.23054,Middlesbrough
MK1,52.00522,-0.72659,Milton Keynes
MK10,52.03908,-0.69792,Milton Keynes
MK11,52.05226,-0.84048,Milton Keynes
MK12,52.05741,-0.81555,Milton Keynes
MK13,52.05258,-0.78359,Milton Keynes
MK14,52.05955,-0.76152,Milton Keynes
MK15,52.05739,-0.72802,Milton Keynes
MK16,52.08879,-0.72129,Milton Keynes
MK17,51.99235,-0.70074,Milton Keynes
MK2,51.98991,-0.72411,Milton Keynes
MK3,51.99651,-0.75306,Milton Keynes
MK4,52.00397,-0.77762,Milton Keynes
MK46,52.15411,-0.69165,Milton Keynes
MK5,52.02021,-0.78301,Milton Keynes
MK6,52.02967,-0.74193,Milton Keynes
MK7,52.01921,-0.68976,Milton Keynes
MK8,52.0357,-0.803,Milton Keynes
MK9,52.04064,-0.75912,Milton Keynes
NE1,54.97262,-1.61097,Newcastle Upon Tyne
NE13,55.04642,-1.64469,Newcastle Upon Tyne
NE15,54.9837,-1.72026,Newcastle Upon Tyne
NE2,54.98698,-1.60458,Newcastle Upon Tyne
NE3,55.01043,-1.6325,Newcastle Upon Tyne
NE4,54.97361,-1.64221,Newcastle Upon Tyne
NE5,54.99621,-1.68735,Newcastle Upon Tyne
NE6,54.97695,-1.56405,Newcastle Upon Tyne
NE7,54.99947,-1.57788,Newcastle Upon Tyne
NE99,54.96723,-1.61259,Newcastle Upon Tyne
IP20,52.40601,1.3215,Norfolk
IP24,52.41869,0.75903,Norfolk
IP25,52.58588,0.83892,Norfolk
IP26,52.50733,0.57739,Norfolk
NR1,52.62671,1.31012,Norfolk
NR10,52.73642,1.24582,Norfolk
NR11,52.84173,1.27596,Norfolk
NR12,52.75971,1.47144,Norfolk
NR13,52.63372,1.47327,Norfolk
NR14,52.56445,1.3807,Norfolk
NR15,52.50639,1.2701,Norfolk
NR16,52.476,1.06162,Norfolk
NR17,52.51544,0.99655,Norfolk
NR18,52.57095,1.11105,Norfolk
NR19,52.67542,0.92907,Norfolk
NR2,52.6301,1.28524,Norfolk
NR20,52.72449,0.98124,Norfolk
NR21,52.84097,0.85257,Norfolk
NR22,52.89366,0.86793,Norfolk
NR23,52.94872,0.85966,Norfolk
NR24,52.85851,1.05135,Norfolk
NR25,52.91969,1.08541,Norfolk
NR26,52.93511,1.21602,Norfolk
NR27,52.92467,1.30157,Norfolk
